Title,Source,Date,Body
To be Greek or not to be Greek,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","You have to be the one to decide if rushing a sorority or fraternity, is the right thing for you.Not only do you become Greek after you rush, but you can form a brotherhood or sisterhood with the members that can last a lifetime. Many non-Greek students go through school believing Greeks only party and drink, but that is not always the case.Rushing a fraternity or sorority is like the old saying, ""Don't judge a book by its cover. You never know what you'll get."" The saying is right. Greek life at SHSU is much more than the average person is told. Philanthropies, programs, fundraisers and activities are only a few of the many things that take up a member's busy life.""People who aren't in fraternities are always quick to make accusations,"" said Sigma Phi Epsilon member James Keith. ""No one ever talks about our good grades, achievements and community service."" Students are not the only ones who share misconceptions about fraternities or sororities. ""A professor once told a friend of mine that one of her classes would require a lot of hours, and if the sorority interfered with her work, then she should drop the sorority,"" said Alpha Chi Omega, Assistant Recruitment Chair, Paige McKinzie. They're smart, they excel in their classes, they work diligently with community service and philanthropiesso why are they discriminated against?""We do a lot of good things behind the scenes, we participate in tons of community service,"" said Omega Psi Phi President Quincy King.When it comes to finding the truth behind fraternities and sororities, King says it's best to scratch the surface and look a little deeper. Besides holding its 20th Annual Anniversary Party and an after party for the Brotherhood Sisterhood Conference, Omega Psi Phi also looks forward to working with Fairpark Nursing home, playing dominoes and socializing with patients and working through Achievement Week.Dr. Maryjo Cochran of the Radio and Television Department said she wasn't in a sorority at Southern Methodist University. ""Greek life is huge there, and I didn't have much of a social life and basically turned into academics 24/7,"" Cochran said. ""It wasn't that I wasn't interested, I was quite shy, but I also missed the week of rush every year due to vacationing with my family."" Cochran said if she were to go back through school all over again, she'd definitely give it a try.So while many have false impressions about Greek life on campus, realize the good in what they do and do a little research about the organization. You just might want to join."
Channel 7 offers 26 shows for fall lineup,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","Each fifteen-minute television show is produced as a requirement of advanced directing and production.Many students opted to produce news or talk shows, while others did their shows based on fictional plots. Travis Leamons, senior RTV major, made a suspenseful program entitled ""Snapshot"". ""It's a thriller about two twin sisters. One does a con artist job, and then the other gets a message that she is in trouble and can see what happens,"" Leamons said.Senior RTV major Al Taglialavore said he preferred to do an informational show. ""My show is called 'On the Record' and it's a little bit like 'The List' on MTV, where there are panelists who are given a topic and they discuss it,"" Taglialavore said. ""It's an informational talk show about music. Our last episode was about the best country albums of all time, and the next one is going to be about the best classic rock of all time.""In addition to the new shows, Channel 7 also offers a local newscast consisting of both university and community events. The live news program, which is also produced by students, airs at noon, Monday through Friday and at 6 p.m. and 6:30 p.m. Monday through Thursday. The Sports & Special Events class shoots SHSU sporting events and special occasions such as parades for Channel 7. The monumental October 19 SHSU vs. SFA game and the homecoming football game against McNeese state are a few of many sporting events that will be broadcast on Cable Channel 7 in the next few weeks.Students and faculty said the entire Huntsville community could benefit from watching Channel 7. ""The city of Huntsville should watch Channel 7 because kids are producing these shows for a field they want to get into. It's a stepping stone,"" said Leamons. ""What they do now could be remembered in the future. And the shows get the word out about Huntsville in general. Huntsville is the basis of most of the shows."" Taglialavore agreed, saying that Channel 7 offers programming for everyone. ""It offers such a wide range of different shows,"" Taglialavore said. ""There are all kinds of different tastes, so everything can find something interesting.""The fall schedule of all Cable Channel 7's programming will be available by next week. Schedules can be picked up on first floor of the Dan Rather Communications Building or at the checkout desk at the Newton Gresham Library.For more information, call the Department of Radio & Television at (936) 294- 1340 or visit their website at WWW.SHSU.EDU/~RTF_KSHU."
Huntsville Police Department to be monitored,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","Mark Pemberton, with the Huntsville Police, said Willis' mother, along with two other members of the community, came into the police station sometime after March 31, obtained complaint forms and had the complaint process explained to them.The March 31 incident was videotaped, as nearly all Huntsville Police Department patrol cars are outfitted with a video camera on the dash, said Pemberton. He said a copy of the video was given to Willis, but ""we haven't heard back since.""The Huntsville Police Department has not heard official word from either the Justice Department or the two civil rights groups about their planned monitoring, said Pemberton on Monday afternoon.Pemberton said he was unaware of how the organizations plan to monitor the department.""I have no concept of that,"" he said. ""We have nothing to hide,"" Pemberton said. ""We will cooperate with any investigation."""
City annexes Gibbs Ranch,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","He also said the annexation only makes the land part of the city of Huntsville, but land ownership does not change hands, although development policies are altered.""Just because we annex it, doesn't mean we own it,"" said Murray. ""But if Sam Houston decides to develop something, it must come up to city code.""Despite such policy changes, Murray said there were no complaints from the school or other landholders about the annexation.""We've had to no negative response from the National Forest, Huntsville State Park, or Sam Houston,"" said Murray.Murray said there would be no new taxes on the lands since it is all government land and therefore tax exempt, and that most people will not notice the difference.A new annexation law is to take effect in January of next year. Murray said the law is one of the ways cities are regulated to keep from just ""gobbling up"" the surrounding communities.According to the new rules, a city must state its desire to annex a community at least three years in advance, and must provide services to bring the infrastructure to code within the three years. If the city does not comply within the three years, the community can de-annex itself and will not be eligible for annexation again for another seven years.Murray said Huntsville mostly desires to annex land that does not require development, because otherwise, the city will pay millions of dollars to bring a community up to city standards that will only contribute a few thousand dollars a year in tax revenues.""It's easier for us to annex land that is not occupied, because you don't have to put in the infrastructure,"" said Murray.Along with the Gibbs Ranch, the city also added a part of the Huntsville Municipal Airport in the Northgate Meadows subdivision, three tracts of U.S. forestland near the Fish Hatchery, one tract of U.S. forestland near Huntsville State Park and another adjacent to Elkins Lake."
Bearkat Attack an organized success,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","Lowery said Rotaract tried to keep all organizations together.""We tried to keep an equal number of men and women in each group and access which projects might require more manual labor,"" he said.Houston engineer Lewis Frey and Kameron Chaney, a professional architect, explored the various projects to ensure students knew what to do.Rotaract has been given praise by some of the Bearkat Attack volunteers, including senior Sarah Hargrave, pledge class vice president of Phi Chi Theta.""Rotaract was very organized, and they executed it well,"" she said. ""For such a small organization, they really knew what they were doing and made a great impact. I want to join Rotaract next year because they did so awesome.""Lowery said this year's Bearkat Attack was organized and successful.""We had such a great turn out,"" he said. ""We would like to thank all of the volunteers, and we hope to see them next year.""Rotaract would also like to thank Dr. Jamie Hebert, head of the math department for his help and advisement with the project."
Conference challenges students to come together,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","""Once we, as a society, come together, we will then be able to live in a better world. It all starts here."" The conference presents a number of creative workshops that focus on related topics and develop strong bonds between men and women. In its four years of existence, the Brotherhood and Sisterhood Conference has had various speakers who have used the themes to portray the importance of unification in society. It is the hope of the conference chairs that through dynamic, innovative workshops, participants are challenged to become more unified in every area of their lives.Jenee Pierre, NAACP president, said there will be a lot of beneficial workshops for all students.""I have attended this conference since its inception, and each year I gain more knowledge about myself and about brotherhood and sisterhood,"" Pierre said. ""It is an honor and privilege to be able to work with the conference chairs and committees. This will certainly be a conference to remember.""The conference began on Tuesday with a VIP social in the Criminal Justice Concourse. On Wednesday, the conference sponsored a Gospel Explosion in the University Recital Hall and the Poet's Lounge at Da Ballroom.Tying in the theme this year, the conference is delegating today as community service day Community is the Opportunity for Unity with Black Student Alliance and NAACP. Students will be volunteering at the Huntsville Community Childcare Center from 3:30 p.m. to 5 p.m. and at the SAAFE House from 5 p.m. to 6:30 p.m. On Friday, the conference will host two workshops for men and women. Natalie Woods-Lefall will speak at a women-only workshop entitled ""What Type of Woman Do You Want to Be?"" and Delvin Atchison will speak at a men-only workshop entitled ""Making Love Last."" Both workshops will be held from 5 p.m. to 6:30 p.m. in the Lee Drain Building.Also on Friday, there will be a casual conference banquet sponsored by the Office of Multicultural and International Student Services. The keynote speaker will be Carlton Green, who will speak in the White Hall Banquet Room from 7 p.m. to 9 p.m.Saturday hosts a day of workshops and activities. Beginning at 8:30 a.m., registration and breakfast will be held. Two workshops will be held from 9:30 a.m. to11 a.m. and from 11 a.m. to12:30 p.m. Lunch will be served from 12:30 p.m. to 1:30 p.m. After lunch, the final two workshops will be held from 1:30 p.m. to 3 p.m. and from 3 p.m. to 4:30 p.m.A formal dinner, sponsored by the office of the Vice President of Student Services will be Saturday from 7 p.m. to 9:30 p.m. The Keynote speaker will be Dr. Tyrone Bledsoe. The official after-party for the conference will be Saturday night beginning at 10 p.m. It will be held at the Walker County Fairgrounds and be sponsored by Delta Sigma Theta Sorority, Inc., and Omega Psi Phi Fraternity, Inc.Thomas encourages everyone to participate in the conference. ""This will definitely be a fun and entertaining learning experience for everyone that is involved,"" Thomas said.For more information about the Brotherhood and Sisterhood Conference or information about registration, contact conference co-chairs, Tiffany Thomas at 730-8122 or Mical Roy at 294-4066."
"""To Hell With Homework""",Houstonian: Sam Houston State University,"January 1, 1970 Thursday","""This is the beginning of many entertainment events that I will bring to Huntsville,"" said Thomas.""I feel like the college students are not reaping the full benefits of a real college Homecoming party,"" he said.Ladies get in free until 10 p.m. Thomas expects the college community to support an activity of this magnitude, because it's simply for them.""The fraternities and sororities have presented a very pleasant atmosphere for me to cater such an event to the students,"" Thomas said.Thomas has publicized this event not only on 97.9 The Box, but has gone to other college campuses and distributed flyers.Students from surrounding college campuses are very enthusiastic about the event and cannot wait to attend.T-Gray is looking forward to coming down to Huntsville and putting on a show of this quality. ""Every time I come to Huntsville, there's always a big turn out and this time I expect the same. I hope that everyone will come out to this event,"" Gray said.""Because events like this don't happen all the time, I think it's a great opportunity for Huntsville and the university to come see these groups perform,"" he said.""Students and people need to take advantage of the hottest DJ coming from Houston,"" said Gray.""This will be the biggest Homecoming party ever. I hope everyone attends and has a great time,"" said Thomas.For more information on this event please contact Thomas at 832-423-1614."
ROTC students awarded,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","The ceremony began with Maj. Rosanna Dolphin, Battalion executive officer, thanking the university president and other distinguished guests for their attendance and support for the Battalion.Lt. Col. Paul A. Mooneyham, Battalion commanding officer, and Fall Cadet Battalion Commander George Lindsey presented the awards to the cadets, as Dolphin read the history and requirements of each.University President James Gaertner then congratulated the cadets.The Bearkat Battalion awarded a total of 51 awards, covering such areas as academic excellence, outstanding military studies and leadership.Fall Cadet Battalion Commander George Lindsey and Spring Cadet Battalion Commander Kristopher Gillett were presented with engraved sabers for their dedication and superior accomplishments as leaders in the program.Gillett was also recognized as the recipient for the George C. Marshall Award, the highest award a cadet could receive.Fourth-year cadet David McCormick and first-year cadet Tracy Lautzenheiser each received six awards, tying for the cadet receiving the most.Third-year student Breg Hughes, first-year cadet Jeremy Kimball and fourth-year cadet Kristopher Gillett each received 5 awards.The H. Edward and Ruth Stayner Memorial Award, which recognizes the outstanding senior cadet who demonstrates exemplary leadership skills and military proficiency, was awarded to cadet George Lindsey.Third-year cadet Gesna Davis received the USAA Spirit Award, given to the cadet who best embodies the concept of service to the school, to the community and God.Awards were also given to cadets for top scored in physical fitness, academic excellence and extra curricular participation.Cadets' family and friends were invited to take part in the ceremony and share this unique experience with them.Many of the awards, plaques and scholarships were donated by valued community, state and national sponsors of the ROTC program and who all share an interest in the future of these cadets.The award recipients were chosen based on their continued work through the semester as well as academic achievements and patriotism.The ceremony concluded with the singing of the Army song, which reminds those in the Army of the soldiers who have served before and of their great sacrifice in service to their country."
Tailgate party promotes spirit,Houstonian: Sam Houston State University,"January 1, 1970 Thursday",
Reggie's Story,Houstonian: Sam Houston State University,"January 1, 1970 Thursday","He began participating and excelled in various sports at a young age. As he looked toward graduation, this honor student was trying to decide which one of the two football scholarship offers he would accept.Looking at Reggie, I saw a face similar to those I see everyday on campus. He looks like the All-American boy, clean-cut hair and sparkling eyes looking out from behind small, metal-rimmed glasses.He was a track star, a football star, a guy whose name the community associated with winning and potential.Reggie was raised by his mother, his father having died young. He defied the statistics of being raised by a single parent and became a success in academics and sports.He was also the stereotypical teenager, getting ready for college and partying with his friends.""Eight months into my senior year, I was out drinking and crossed the yellow line on my way home,"" Reggie said, ""I hit a car full of college students head on.""""Two of those students died instantly, one student was burned over 90 percent of her body. She's still alive today,"" he said.After the accident and out on bond awaiting trial for Intoxication Manslaughter, Reggie received a third scholarship offer, but faced the fact that he probably would not be able to accept it. Two years after the accident, he was sentenced to seven years in prison, with a 10-year probation sentence to run concurrently.""This was the first time I had ever been in trouble,"" Reggie said, ""I had never gotten an MIP, never had a DUI, never even been in trouble at school. Now, I will be either in prison, on parole or on probation until 2011.""Since the accident and realizing the enormity of the mistake he made, Reggie has wanted to do something to give back to the community and help educate young people on the hazards and consequences of drinking and driving.""Any kid anywhere can get their hands on alcohol whenever they want it. There are stores that survive by selling alcohol to minors."" Reggie said.Reggie went on to say that people, college students in particular, don't realize just how dangerous alcohol can be. ""Alcohol is the only legal drug, legal high, that there is out there. It's socially accepted so everyone thinks it's okay,"" he said.""What I want to say to everyone is to be smart about what you're doing. Alcohol is a very powerful substance and easily abused,"" he said.Reggie admitted that he was hoping for probation, which was one option during his sentencing. On probation, he could have paid his restitution, served his time and attended college.Today, Reggie has served 9 months of his seven-year sentence. Since his sentence was considered ""aggravated"" he must serve at least three-fourths of his time before he is eligible for parole.""Most of them (students) think they live in this little bubble of protection where they don't think anything can happen to them,"" Reggie said, ""In one instant, my bubble got popped. It can happen to anyone."""
